"","rep","site_code","factor","microsite_number","month","day","year","filename","animal.hit","identified_by","class","order","family","genus","species","common_name","scientific_name","timestamp","number_of_objects"
"524",106732,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0502.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 9:17",1
"525",106752,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0242.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 4:43",1
"526",106753,"Soda_Lake_Open","Open",3,"May","20th",2023,"IMAG0290.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 5:58",1
"527",106754,"Soda_Lake_Open","Mimic",2,"May","20th",2023,"IMAG0393.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 11:01",1
"528",106755,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0107.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 11:06",1
"529",106758,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG0345.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-23 13:27",1
"530",106791,"Soda_Lake_Shrub","Mimic",5,"May","30th",2023,"IMAG0587.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 4:55",1
"531",106792,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0883.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 7:22",1
"532",106793,"Cuyama_1","Open",4,"May","20th",2023,"IMAG0772.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 8:39",1
"533",106794,"Soda_Lake_Open","Open",5,"May","20th",2023,"IMAG0865.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-24 7:55",1
"534",106797,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0297.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 9:14",1
"535",106798,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG0755.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 9:46",1
"536",106799,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0316.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 11:40",1
"537",106802,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0820.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-24 13:45",1
"538",106840,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0624.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 4:35",1
"539",106841,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0868.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 5:01",1
"540",106842,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0871.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 5:51",1
"541",106843,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0880.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 6:55",1
"542",106847,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG1139.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 9:22",1
"543",106883,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0890.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 5:58",1
"544",106885,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0914.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 9:50",1
"545",106886,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1185.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 10:13",1
"546",106887,"Soda_Lake_Shrub","Mimic",2,"May","20th",2023,"IMAG1361.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-26 9:08",1
"547",106888,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0554.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 12:31",1
"548",106908,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1215.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 10:33",1
"549",106909,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1230.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 11:37",1
"550",106910,"Soda_Lake_Open","Open",3,"May","20th",2023,"IMAG1349.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 10:01",1
"551",106912,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG1954.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-27 15:35",1
"552",106913,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0043.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-27 16:55",1
"553",106914,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0048.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 17:05",1
"554",106937,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0718.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 23:14",1
"555",106938,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0750.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 23:54",1
"556",106942,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0757.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-28 0:04",1
"557",106947,"Soda_Lake_Shrub","Open",8,"May","20th",2023,"IMAG0037.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 5:41",1
"558",106949,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0844.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 12:36",1
"559",106996,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0385.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-30 0:23",1
"560",106997,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG0261.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-30 6:27",1
"561",106998,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG0278.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-30 9:06",1
"562",106999,"Soda_Lake_Open","Open",3,"May","20th",2023,"IMAG0123.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Canis","latrans","Coyote","Canis latrans","2022-01-30 6:11",1
"563",107429,"Cuyama_1","Mimic",4,"April","30th",2023,"IMAG0284.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-03 10:53",1
"564",107448,"Cuyama_1","Mimic",4,"April","30th",2023,"IMAG0157.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-08 10:45",1
"565",111326,"Cuyama_3","Open",1,"April","30th",2023,"IMAG0320.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-03 15:00",1
"566",112509,"Cuyama_3","Mimic",4,"May","12th",2023,"IMAG0724.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 11:27",1
"567",112581,"Cuyama_3","Mimic",4,"May","12th",2023,"IMAG0710.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 5:11",1
"568",114847,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1557.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:40",1
"569",114907,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1225.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:08",1
"570",114918,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1596.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 5:52",1
"571",114954,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0337.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 7:46",1
"572",114955,"Soda_Lake_Open","Open",4,"May","12th",2023,"IMAG0339.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 9:03",1
"573",114974,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG1611.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 12:36",1
"574",115460,"Soda_Lake_Shrub","Mimic",3,"April","30th",2023,"IMAG0191.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-03 17:51",1
"575",115465,"Soda_Lake_Shrub","Mimic",3,"April","30th",2023,"IMAG0455.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-05 10:45",1
"576",115491,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0161.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-05 12:11",1
"577",115492,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0309.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-07 5:09",1
"578",119231,"Soda_Lake_Shrub","Open",8,"April","30th",2023,"IMAG1051.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-09 6:16",1
"579",119232,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0484.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-09 7:40",1
"580",119233,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG1320.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-10 11:09",1
"581",119234,"Soda_Lake_Shrub","Open",1,"May","4th",2023,"IMAG0131.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-11 6:59",1
"582",120158,"Soda_Lake_Shrub","Open",1,"May","4th",2023,"IMAG0446.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-12 4:35",1
"583",120180,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0008.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 5:11",1
"584",120181,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0015.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 7:14",1
"585",120182,"Soda_Lake_Shrub","Mimic",1,"May","12th",2023,"IMAG0037.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 11:44",1
"586",120187,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0288.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 4:40",1
"587",120193,"Soda_Lake_Shrub","Open",8,"May","12th",2023,"IMAG0839.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-17 3:09",1
"588",120195,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0419.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 4:22",1
"589",120196,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0127.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 5:19",1
"590",120197,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0425.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 5:20",1
"591",120198,"Soda_Lake_Shrub","Mimic",3,"May","12th",2023,"IMAG0320.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 8:01",1
"592",120205,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0821.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 4:25",1
"593",120206,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0823.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 4:29",1
"594",120207,"Soda_Lake_Shrub","Open",6,"May","12th",2023,"IMAG0518.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:07",1
"595",120208,"Soda_Lake_Shrub","Mimic",4,"May","12th",2023,"IMAG0842.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 10:13",1
"596",120250,"Soda_Lake_Shrub","Mimic",4,"May","12th",2023,"IMAG0439.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 5:44",1
"597",120279,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG0210.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 6:56",1
"598",120280,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0087.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 7:31",1
"599",120281,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG0215.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 7:54",1
"600",120282,"Soda_Lake_Open","Mimic",2,"May","20th",2023,"IMAG0391.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 10:26",1
"601",120283,"Soda_Lake_Open","Open",5,"May","20th",2023,"IMAG0441.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-23 10:31",1
"602",120317,"Cuyama_1","Open",4,"May","20th",2023,"IMAG0765.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-24 5:24",1
"603",120318,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0293.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 8:31",1
"604",120319,"Cuyama_1","Mimic",5,"May","20th",2023,"IMAG1090.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 9:04",1
"605",120320,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0809.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Canis","latrans","Coyote","Canis latrans","2022-01-24 8:23",1
"606",120321,"Cuyama_1","Open",8,"May","20th",2023,"IMAG1469.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Canis","latrans","Coyote","Canis latrans","2022-01-24 10:54",1
"607",120322,"Soda_Lake_Shrub","Mimic",2,"May","20th",2023,"IMAG0679.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 11:47",1
"608",120325,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0938.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-24 16:28",1
"609",120358,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0882.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 7:37",1
"610",120362,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG1144.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 11:48",1
"611",120363,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG1206.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 10:23",1
"612",120392,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG1626.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 7:12",1
"613",120395,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG1563.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 9:59",1
"614",120396,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0933.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 11:19",1
"615",120410,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1207.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 9:55",1
"616",120411,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1214.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 10:30",1
"617",120412,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1465.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 11:38",1
"618",120433,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0754.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 23:59",1
"619",120439,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG0756.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-28 0:01",1
"620",120444,"Soda_Lake_Open","Open",3,"May","20th",2023,"IMAG1657.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 6:15",1
"621",120445,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1614.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 6:19",1
"622",120450,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0841.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 12:10",1
"623",120473,"Soda_Lake_Open","Mimic",1,"May","20th",2023,"IMAG1180.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-28 22:26",1
"624",120483,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG1995.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-29 9:12",1
"625",120484,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG1998.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-29 9:56",1
"626",120490,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG0888.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-30 7:57",1
"627",120681,"Cuyama_1","Mimic",3,"April","30th",2023,"IMAG1737.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Perognathus","inornatus","Salinas Pocket Mouse","Perognathus inornatus","2022-01-05 4:53",1
"628",120913,"Cuyama_1","Mimic",4,"April","30th",2023,"IMAG0545.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-04 7:22",1
"629",121000,"Cuyama_1","Mimic",4,"May","4th",2023,"IMAG0345.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-11 12:08",1
"630",123282,"Cuyama_1","Mimic",4,"May","12th",2023,"IMAG1283.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-19 7:00",1
"631",123283,"Cuyama_1","Mimic",4,"May","12th",2023,"IMAG1282.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 5:48",1
"632",123428,"Cuyama_1","Open",4,"May","12th",2023,"IMAG0428.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 5:26",1
